tmdb_id,title,original_title,language,genres,status,type,first_air_date,last_air_date,seasons,episodes,episode_runtime,network,production_companies,created_by,short_summary,tagline,homepage,in_production,poster_url,backdrop_url,imdb_id,wikidata_id,instagram_id,instagram_url,twitter_id,twitter_url,facebook_id,facebook_url,popularity,vote_average,vote_count,origin_country
307959,LBW: Love Beyond Wicket,LBW: Love Beyond Wicket,ta,"Drama, Comedy",Returning Series,Scripted,2026-01-01,2026-03-19,1,100,,JioHotstar,,,"A washed-up PT teacher, a legendary coach and a generation of misfit students come together to save a legacy.",Love Beyond Wicket,https://www.hotstar.com/in/shows/lbw-love-beyond-wicket/1271512804,True,https://image.tmdb.org/t/p/w500/tC5K8MkLipwV9bIdJV9SQcCzgUF.jpg,https://image.tmdb.org/t/p/original/bMxAWOQN8Y0USoCrGSywQ0K2Sfb.jpg,tt39182415,,,,,,,,18.71,0.0,0,IN
285581,Brother-in-Laws,അളിയൻമ്പ്,ml,"Comedy, Drama, Family, Kids",Returning Series,Scripted,2020-02-24,2026-03-24,1,287,30,"YouTube, Kaumudy TV",,Rajesh Thalachira,"Aliyans (Brother-in-Laws) is a hit Malayalam sitcom on Kaumudy TV, directed by Rajesh Thalachira. It premiered on February 24, 2020, as a sequel to Aliyan vs Aliyan (Brother-in-Law vs Brother-in-Law). Set in Thiruvananthapuram, the show follows Ratnamma and her family, centering on the love-hate dynamic between brothers-in-law Kanakan and Cleatus. Most episodes revolve around Cleatus landing in trouble thanks to his quirky ideas, with Kanakan often stepping in to save the day.",,https://kaumudy.com/,True,https://image.tmdb.org/t/p/w500/5J5Tkd4owWs3c9pxt9D5wdzjeFP.jpg,https://image.tmdb.org/t/p/original/8E3BmN6XWnDoRbMWaB7H6Dz3IxA.jpg,tt14635500,,,,,,,,6.85,10.0,1,IN
111453,Ghum Hai Kisikey Pyaar Meiin,घुम है किसिकी प्यार में,hi,"Drama, Soap, Family",Returning Series,Scripted,2020-10-05,2025-02-11,3,995,22,StarPlus,Cockcrow Entertainment & Shaika Films,Leena Gangopadhyay,"Sai Joshi, a fearless girl who aspires to become a doctor, marries an IPS officer, Virat Chavan, pretending to be a deal. The story revolves around the life of Sai in orthodox joint family of Virat and how Sai and Virat fall in love.",,,True,https://image.tmdb.org/t/p/w500/u3NVGYCpkAgBArXogLuHPfpSNwG.jpg,https://image.tmdb.org/t/p/original/5QFtLmg5A6lnuowk1OGVlQKDiud.jpg,tt13085534,Q104572702,,,,,,,19.78,5.7,70,IN
316879,Chiraiya,चिरैया,hi,Drama,Returning Series,Scripted,2026-03-20,2026-03-20,1,6,30,JioHotstar,SVF Entertainment,Divy Nidhi Sharma,"Kamlesh's world as a devoted wife and daughter-in-law shatters when her new sister-in-law confides a disturbing secret about her wedding night, forcing Kamlesh to confront uncomfortable truths within her own family.",#ShaadiLicenceNahiHai,https://www.hotstar.com/in/shows/chiraiya/1271526656,True,https://image.tmdb.org/t/p/w500/cNoZPewe859o7JAI1Qde4lrZjrN.jpg,https://image.tmdb.org/t/p/original/1qIxZYPwp9SIIm7qy64ns6EQLOJ.jpg,tt40828245,,,,,,,,9.53,6.8,4,IN
113218,Imlie,इमली,hi,"Drama, Soap, Family",Returning Series,Scripted,2020-11-16,2023-10-01,3,970,24,"Bollywood بالعربي, StarPlus",4 Lions Films,,"All Imlie wanted was to create a name for herself in the city. But upon her arrival, she finds herself caught in the middle of Aditya and Malini's love story.",,,True,https://image.tmdb.org/t/p/w500/sltUDXvpDZK3aVIdtkbImhcJv8t.jpg,https://image.tmdb.org/t/p/original/i8NGdMIyZnGNpSHLDtpPwYXidPe.jpg,tt13364380,Q104572703,,,,,,,9.42,7.4,82,IN
242528,Doree,Doree,hi,"Drama, Mystery",Returning Series,Scripted,2023-11-06,2025-06-20,2,336,20,Colors,,Jay Mehta,Doree tells the tale of a six-year-old girl who challenges gender inequality in the male-dominated handloom industry. Watch how she beats the odds in this inspiring story.,,,True,https://image.tmdb.org/t/p/w500/4T5OlK6vHkJWS8hz3micBwpnCjg.jpg,https://image.tmdb.org/t/p/original/xv0thQcQ3PDxxLzAN78iYVODm3P.jpg,,,,,,,,,10.18,10.0,1,IN
247043,The Ba***ds of Bollywood,The Ba***ds of Bollywood,hi,"Comedy, Action & Adventure",Ended,Miniseries,2025-09-18,2025-09-18,1,7,,Netflix,Red Chillies Entertainment,"Aryan Khan, Bilal Siddiqi, Manav Chauhan","In this high-stakes drama, an ambitious outsider and his friends navigate the chaotic, larger-than-life, yet uncertain world of Bollywood.",,https://www.netflix.com/latest?jbv=81975483,False,https://image.tmdb.org/t/p/w500/6QFnXFx5XJAp0SxMd9g23cbti4m.jpg,https://image.tmdb.org/t/p/original/tW80eVy19UxCp9WZrmLiztdthSE.jpg,tt34683290,Q135922857,,,,,,,9.77,6.7,40,IN
195900,Mai: A Mother's Rage,माई,hi,"Crime, Drama, Mystery",Ended,Scripted,2022-04-15,2022-04-15,1,6,45,Netflix,Clean Slate Films,Atul Mongia,"A grieving mother discovers the criminals behind her daughter's tragic death, and transforms from meek to merciless to get the real story.",,https://www.netflix.com/title/80216058,False,https://image.tmdb.org/t/p/w500/2x2lwLB91579qtOVpHJkxJ3klSs.jpg,https://image.tmdb.org/t/p/original/5ljP8SEfuZYGqBck6V26wDkB5Lx.jpg,tt14160684,Q111697720,,,,,,,2.77,7.4,20,IN
236438,Mansion 24,Mansion 24,te,"Mystery, Action & Adventure",Returning Series,Scripted,2023-10-17,2023-10-17,1,6,,Disney+ Hotstar,OAK Entertainments,Ohmkar,"When Kalidas, one of the most revered archaeologists in the country, accused of stealing precious artefacts and fleeing the country, his daughter Amrutha an investigative journalist, enters an abandoned mansion with a frightening past, to trace his whereabouts and restore his legacy.",,https://www.hotstar.com/in/tv/mansion-24/1260154324,True,https://image.tmdb.org/t/p/w500/fkrfqPrANUEoRiD7FUsLsxhD5VC.jpg,https://image.tmdb.org/t/p/original/1cVXkMZ2rZ1TCL5LR49MnXgi0hO.jpg,tt27577967,Q123091367,,,,,,,3.05,5.2,4,IN
203504,Aashiqana,आशिकाना,hi,"Crime, Mystery",Returning Series,Scripted,2022-06-06,2023-09-09,4,228,31,"MBC Bollywood, Disney+ Hotstar",,,"A serial killer sparks the story of uptight Yashvardhan and feisty Chikki. Plagued by misunderstandings, how far do they have to go to nab the murderer?",,https://www.hotstar.com/in/tv/aashiqana/1260103747,True,https://image.tmdb.org/t/p/w500/a4Z6Uohb6Ln5vcPvMUzwyn3WBjP.jpg,https://image.tmdb.org/t/p/original/wV5PS1nCcHd4CqvhSJFav7jRKm4.jpg,tt20673854,Q133896065,,,,,,,9.41,6.3,37,IN
215315,Rabb Se Hai Dua,रब्ब से है दुआ,hi,Drama,Returning Series,Scripted,2022-11-28,2023-09-29,2,278,28,ZEE5,,,"Unwitting stepsisters, Mannat and Ibaadat, share a strong bond, but their lives take a dramatic turn when the sisters get entangled in a polygamous situation.",,https://www.zee5.com/global/tv-shows/details/rabb-se-hai-dua/0-6-4z5247981,True,https://image.tmdb.org/t/p/w500/6ikbefd7VeopbBuGgioYMNU5bQj.jpg,https://image.tmdb.org/t/p/original/6yUHwBkNqNjFIAkJ2cDkMiJ6fV4.jpg,tt23846868,Q115378518,,,,,,,9.09,6.6,92,IN
306555,Tu Juliet Jatt Di,तू जूलिएट जट दी,hi,"Drama, Soap",Returning Series,Scripted,2025-11-17,2026-01-27,1,72,,"Colors, JioHotstar",Dreamiyata Entertainment PVT LTD,"Sargun Mehta, Ravi Dubey","The star of the story—Heer—is an ambitious Kudi! Poles apart, Nawab is a rich, spoiled Munda. Destiny brings them together in a love saga inked by betrayals.",Ek Cool College Love Story,,True,https://image.tmdb.org/t/p/w500/rWvCOQoVljS8xtLlyFpq9cmWGEg.jpg,https://image.tmdb.org/t/p/original/9BPzXqPrPXcDa60ZbgnUJxpHjef.jpg,tt39295846,,,,,,,,9.01,0.0,0,IN
99313,Barrister Babu,Barrister Babu,hi,"Drama, Family, Soap",Ended,Scripted,2020-02-11,2021-11-12,1,408,22,"Colors, VOOT",Shashi Sumeet Productions,"Shashi Mittal, Sumeet Hukamchand Mittal","In a bid to save an 8-year-old girl from becoming the victim of Sati, Anirudh marries a curious and tyrant girl Bondita. Anirudh educates Bondita and makes her the first ""Barrister Babu"" of their region.",,https://www.hotstar.com/in/shows/barrister-babu/1971002295,False,https://image.tmdb.org/t/p/w500/1jLO3GOmWZrenraKkGqX3xj26wj.jpg,https://image.tmdb.org/t/p/original/traVw0UvjeUA8AdA4968TIV4I5G.jpg,tt11591580,Q85745529,,,,,,,3.81,0.0,0,IN
301070,Police Police,Police Police,ta,"Comedy, Drama",Returning Series,Scripted,2025-09-19,2026-03-06,1,100,30,JioHotstar,,Koan,A cop hires a criminal to become a cop illegally. How long will they manage to get away with it?,Murattu Raja'vum Thiruttu Murali'um,https://www.hotstar.com/in/shows/police-police/1271439238,True,https://image.tmdb.org/t/p/w500/6R2yp5gnbyDBHoMChjTG5Uli5fC.jpg,https://image.tmdb.org/t/p/original/85Vc5VbduOkKx3ckRPpnNIWdUjq.jpg,tt37803840,,,,,,,,3.36,0.0,0,IN
113457,Mismatched,Mismatched,hi,"Comedy, Drama",Returning Series,Scripted,2020-11-20,2024-12-13,4,22,32,Netflix,RSVP Movies,,"After a disastrous set-up by their families, two teens strike up a tentative friendship at their summer program - but deeper feelings aren't far behind.",,https://www.netflix.com/title/80220079,True,https://image.tmdb.org/t/p/w500/l65kfL6qhTWd858OqGTr3RWwAUj.jpg,https://image.tmdb.org/t/p/original/gw7NInCijR7eA1mTllrtxB7shBJ.jpg,tt12719250,Q102245805,,,,,,,3.91,6.2,28,IN
240983,Sapne vs Everyone,सपने vs Everyone,hi,Drama,Ended,Scripted,2023-12-08,2024-01-12,1,5,,YouTube,The Viral Fever,Ambrish Verma,"Two obsessive dreamers collide with the resistance of expectations, morality and each other.",,,False,https://image.tmdb.org/t/p/w500/1BQRzXTX0tEaglmbwEffk7peEmv.jpg,https://image.tmdb.org/t/p/original/xP8OH1O4DBd6Std0LVprox9cYQD.jpg,tt30263074,,,,,,,,3.67,7.6,14,IN
310556,Prayagraj Ki Love Story,Prayagraj Ki Love Story,hi,Drama,Returning Series,Scripted,2026-01-06,2026-01-06,1,6,,Hungama,Arvind Babbal Productions,,"Anshul and Sonia run away together because their families oppose their love due to caste differences. Hoping to stay safe, they take shelter with a man named Vivek Dahiya, the leader of a group that claims to protect couples in love. However, they soon discover that Vivek has his own hidden agenda. As their families and other enemies begin to close in, the couple is forced to run for their lives. Their escape turns into a terrifying journey through the narrow lanes, crowded markets, and river gh",,https://www.hungama.com/tv-show/prayagraj-ki-love-story/124548472/,True,https://image.tmdb.org/t/p/w500/ivRuROxApwA0fPRE5KsKsHI3wMQ.jpg,https://image.tmdb.org/t/p/original/gXCHZpBnkaeQ8NwIKK6MQ9orvKs.jpg,tt39320590,,,,,,,,3.95,0.0,0,IN
115466,Mumbai Diaries,मुंबई डायरीज,hi,"Drama, Mystery",Returning Series,Scripted,2021-09-09,2023-10-06,2,16,,Prime Video,Emmay Entertainment,Nikkhil Advani,"A medical thriller set in the Emergency Room of a government hospital. The series explores the challenges faced by the medical staff at the hospital as well as other first responders across the city of Mumbai in dealing with a crisis of immense magnitude. In this battle to save lives and heal others, the ones doing the fixing are the most broken.","Minutes to respond, seconds to react, an instant to decide!",https://www.primevideo.com/detail/0HD376L46N7N4URLMJH1RZQL5B,True,https://image.tmdb.org/t/p/w500/jDZXjtO3i1WpePWmg7paVKNpdfz.jpg,https://image.tmdb.org/t/p/original/wAI88UNTlach9EjFzQRseg0VU2h.jpg,tt12714854,Q108582098,,,,,,,5.07,7.2,24,IN
295251,Two Much with Kajol and Twinkle,टू मच विद काजोल एंड ट्विंकल,hi,Talk,Returning Series,Talk Show,2025-09-25,2025-11-26,1,11,,Prime Video,Banijay Asia,,"Two of India’s sharpest women, Kajol and Twinkle, host a talk show that’s fun, unhinged and sneakily insightful - featuring celebrity guests, wild takes, and total chaos. Like the fun table at the party - everyone’s invited.",,,True,https://image.tmdb.org/t/p/w500/261dokXdpS1KGIqvW9hiPKx6u6G.jpg,https://image.tmdb.org/t/p/original/yb9xvPhikcLPss7Vp9cQt9A82uv.jpg,tt37660537,,,,,,,,3.67,6.0,4,IN
292625,Single Papa,सिंगल पापा,hi,"Comedy, Drama",Ended,Miniseries,2025-12-12,2025-12-12,2,6,,Netflix,Juggernaut Productions,"Neeraj Udhwani, Ishita Moitra","When Gaurav finds a baby in the back of his car, he must defy his eccentric family, the adoption agency and societal norms to become a single papa.",,https://www.netflix.com/title/81728970,False,https://image.tmdb.org/t/p/w500/kSj4h1uVAKGn9yVjJTC1tQGcnoZ.jpg,https://image.tmdb.org/t/p/original/gnOvCMpd2NTl99zTF3rAndq9RY0.jpg,tt37062070,Q137454059,,,,,,,3.49,7.6,12,IN
196847,Guilty Minds,Guilty Minds,hi,"Drama, Mystery",Ended,Miniseries,2022-04-22,2022-04-22,1,10,50,Prime Video,Singro Media Innovations,,"Guilty Minds is a legal drama about one family that is the paragon of virtue and the other, a leading law firm dealing with all shades of grey.",,https://www.primevideo.com/region/eu/detail/Guilty-Minds/0SWP6VVKR6CG4E3WEKCKLCFRKJ,False,https://image.tmdb.org/t/p/w500/pgRxgC8NU0rbtSP3TLnfELIWhJI.jpg,https://image.tmdb.org/t/p/original/oTaYCw9wnDXPFhoEGXqGf7Ntzho.jpg,tt19355272,Q111698026,,,,,,,2.94,6.0,8,IN
100612,Special Ops,स्पेशल ऑप्स,hi,"Mystery, Drama, Crime",Returning Series,Scripted,2020-03-17,2025-07-18,2,15,,"Disney+ Hotstar, JioHotstar",Friday Storytellers,Neeraj Pandey,The series follows Himmat Singh of Research and Analysis Wing who draws similar patterns in terrorist attacks and is convinced a single person is behind all the attacks. His task force team of five agents living in various parts of the world aim to catch the mastermind. The story is based on an inspiration taken from nineteen years worth of national significant events.,,https://www.hotstar.com/in/shows/special-ops/1260022894,True,https://image.tmdb.org/t/p/w500/rTOGcNzVMYGezpx9AxX7ilzLNEp.jpg,https://image.tmdb.org/t/p/original/A7A1s8O4M2rFlAbbcSlIxrgCY9i.jpg,tt11854694,Q86751099,,,,,,,5.85,8.2,59,IN
156714,Guns & Gulaabs,गन्ज़ & गुलाब्ज़,hi,"Comedy, Drama",Returning Series,Miniseries,2023-08-18,2023-08-18,1,7,,Netflix,D2R Films,"Krishna D.K., Raj Nidimoru","In the cartel-run town of Gulaabgunj, an unprecedented opium deal pulls a big-city cop and a lovesick mechanic into its chaotic clutches.",,https://www.netflix.com/title/81313531,True,https://image.tmdb.org/t/p/w500/yRSvwppi9u77UWGPrRgJoTfv5DR.jpg,https://image.tmdb.org/t/p/original/6jJmcfqBnb4Kua7N1cFwJQFR0k2.jpg,tt17524566,Q113954345,,,,,,,4.07,7.3,44,IN
296534,The Society,The Society,hi,"Drama, Reality",Returning Series,Reality,2025-07-21,2026-03-24,2,37,,JioHotstar,,,"25 players live in a giant vault, divided by class, in a brutal social experiment. Over 200 hours, they fight to survive relentless challenges.",Kaun Banega Asli Baazigar,https://watchseriestvs.mom/tvshows/the-society/,True,https://image.tmdb.org/t/p/w500/d9uwEzgciZjB2WHgnfVXdoVXOFw.jpg,https://image.tmdb.org/t/p/original/24cQAioCBdnqRfS1Lta5LJ1oIvH.jpg,,,,,,,,,3.69,0.0,0,IN
256820,Sisters,Sisters,hi,Comedy,Returning Series,Scripted,2022-09-22,2025-12-12,2,26,15,YouTube,Girliyapa,Anant Singh,"It’s like family therapy with extra chaos and kalesh. More drama, more laughs, and fun so epic, they'll steal the spotlight. Get ready for the quirkiest sibling showdown ever Ft. Ahsaas Channa & Namita Dubey.",,,True,https://image.tmdb.org/t/p/w500/20l4hL7zuVCLRWCbzwsDMVKYYmk.jpg,,tt24653448,,,,,,,,3.13,7.0,1,IN
242145,Savdhaan India: Apni Khaki,Savdhaan India: Apni Khaki,hi,"Drama, Crime",Ended,Scripted,2023-09-26,2024-05-25,2,207,,Star Bharat,,,"Delving into the psyche of vicious criminals, the police go in-depth to unravel the mysteries of a crime. And the chase is as harrowing as it gets.",,,False,https://image.tmdb.org/t/p/w500/oJeSgqdfOgAplrlgS7eXVy26KXw.jpg,https://image.tmdb.org/t/p/original/5efxEnWoV9o5GIyBWCemzA1GMHT.jpg,,,,,,,,,2.77,10.0,1,IN
123888,Rudra: The Edge Of Darkness,Rudra: The Edge Of Darkness,hi,"Drama, Crime",Ended,Scripted,2022-03-04,2022-03-04,1,6,50,Disney+ Hotstar,"BBC Studios India, Applause Entertainment","Rajesh Mapuskar, Sameer Nair","Set in the Special Crimes Unit of the Mumbai Police, Revolving around DCP Rudraveer Singh, who is under the system’s radar despite being one of its best minds at work.",,https://www.hotstar.com/shows/rudra-the-edge-of-darkness/1260081024,False,https://image.tmdb.org/t/p/w500/5EP4jCFSf5eYONcslGnpxkTnvId.jpg,https://image.tmdb.org/t/p/original/x1cJUD0gIMsHuD1lJhSZkn9n16r.jpg,tt14486948,Q108841520,,,,,,,3.18,6.8,15,IN
304018,Abhiraj Rajadhyaksha,Abhiraj Rajadhyaksha,hi,"Documentary, News, Drama, Talk, War & Politics",Returning Series,Scripted,2022-01-01,2022-12-31,1,53,,,,Abhiraj Rajadhyaksha,This contains videos of Abhi and Niyu .....,,,True,https://image.tmdb.org/t/p/w500/mUKMhRZMiCRq9qG8lcHIyV4Wc50.jpg,https://image.tmdb.org/t/p/original/aQc7IjFvXIfaej8JYKqbyAy2SSc.jpg,,,,,,,,,3.72,10.0,1,IN
120648,Desi Tadka,Desi Tadka,hi,,Returning Series,Miniseries,2020-10-18,2021-01-06,2,6,,Balloons,Balloons,,,,,True,https://image.tmdb.org/t/p/w500/wx2Fh4nfAS5amma0XMdVRbhu1Fc.jpg,https://image.tmdb.org/t/p/original/exNZiOtzzQmcxypi4LABduVwoFR.jpg,tt15078990,,,,,,,,2.92,10.0,1,IN
310695,Lakshmi Niwas,Lakshmi Niwas,hi,"Family, Drama",Returning Series,Scripted,2026-01-12,2026-03-14,1,62,,Zee TV,Rashmi Sharma Telefilms,Rashmi Sharma,"Born into wealth, Lakshmi chooses love over privilege and leads a life of sacrifice with Shriniwas. Years later, the couple still pursues a home of their own and their daughter’s perfect wedding.",,,True,https://image.tmdb.org/t/p/w500/8zClbboNpgsibtZZ6tFWjU4TEv8.jpg,https://image.tmdb.org/t/p/original/34hsI2RncyDemUr4jBTZZ7MYGA1.jpg,,,,,,,,,3.16,0.0,0,IN
315036,Sangamarmar,Sangamarmar,hi,"Drama, Family",Returning Series,Scripted,2026-02-26,2026-03-19,1,21,22,JioHotstar,"Jio Studios, Rajshri Productions",Vikram Ghai,"Amrita sacrifices her budding romance with Aditya to fulfill family responsibilities. Their tender love endures through years of separation, becoming a poignant tale of sacrifice, silent strength, and unchanging devotion.",,https://www.hotstar.com/in/shows/sangamarmar/1271532574,True,https://image.tmdb.org/t/p/w500/tQRFVM5MJsnNBUQgRP31aWwy1Qx.jpg,https://image.tmdb.org/t/p/original/yqXogz18McD8KiBv236wEogMhRR.jpg,tt39992549,,,,,,,,5.09,4.0,1,IN
230034,Kohrra,कोहरा,hi,"Crime, Drama",Returning Series,Miniseries,2023-07-15,2026-02-11,2,12,"48, 45",Netflix,Clean Slate Films,"Diggi Sisodia, Sudip Sharma, Gunjit Chopra","When an NRI bridegroom is found dead days before his wedding in the countryside of Punjab, two cops must unravel the troubling case as turbulence unfolds in their own lives.",,https://www.netflix.com/title/81443393,True,https://image.tmdb.org/t/p/w500/oZbiASZweEKFOHsl56QTeNJ6a8R.jpg,https://image.tmdb.org/t/p/original/bXXoR0UgauJaKePUWUXsBFsRSed.jpg,tt27853283,Q120689025,,,,,,,4.89,7.0,42,IN
281309,Chidiya Udd,Chidiya Udd,hi,"Drama, Crime, Action & Adventure",Returning Series,Scripted,2025-01-15,2025-01-15,1,8,,Amazon MX Player,Baweja Studios,,"Inspired by real incidents and based on a book Cages by Abid Surti - Chidiya Udd is a story of struggle and fighting all odds told from the eyes of the protagonist, a 20-year-old Seher, who hails from Rajasthan. We follow her journey to Mumbai with a dream of making it in the big city. Set against the backdrop of gang wars and a dark underbelly of crime, will Seher survive Bombay?",,https://www.mxplayer.in/show/watch-chidiya-udd-series-online-5a5d9d6ff37416ee75783f81daa2bee9,True,https://image.tmdb.org/t/p/w500/2L1T7BIgEuTm8gBhYzyWMuJnHIT.jpg,https://image.tmdb.org/t/p/original/d97rBKR25K3nHrXrLbA13ruttkQ.jpg,tt26745617,,,,,,,,3.45,0.0,0,IN
261545,The Royals,द रॉयल्स,hi,"Drama, Comedy",Ended,Scripted,2025-05-09,2025-05-09,1,8,,Netflix,Pritish Nandy Communications,"Ishita Pritish Nandy, Rangita Pritish Nandy","When charming Prince Aviraaj meets Sophia, a self-made girl boss, the worlds of royalty and startups collide in a whirlwind of romance and ambition.",,https://www.netflix.com/title/81593166,False,https://image.tmdb.org/t/p/w500/nnD4364ToXZwDpFWEnY94xzykIs.jpg,https://image.tmdb.org/t/p/original/mv7U2Z4e69Q74F4QsxWE0CNf9SO.jpg,tt33098081,Q132119958,,,,,,,3.77,6.5,23,IN
