tmdb_id,movie_title,character_name,billing_order,tmdb_person_id,name,also_known_as,gender,birthday,deathday,age,place_of_birth,nationality,known_for_dept,biography,marriage_status,spouse_names,partner_names,profile_url,instagram_id,instagram_url,twitter_id,twitter_url,facebook_id,facebook_url,tiktok_id,tiktok_url,imdb_id,wikidata_id,popularity
1582770,Dhurandhar: The Revenge,Shirani,10,1705304,Bimal Oberoi,,Unknown,,,,,,Production,,Unknown,,,https://image.tmdb.org/t/p/w500/zAbX2B87d3XqsIq4Bus94HjPTU3.jpg,,,,,,,,,,,0.73
1582770,Dhurandhar: The Revenge,Uzair Baloch,11,2985214,Danish Pandor,,Male,1987-12-22,,38,"Mumbai, Maharashtra, India",India,Acting,Danish Pandor (born 22 December 1987) is an Indian actor and former model. Pandor gained fame for playing the mobster Uzair Baloch in the 2025 espionage thriller Dhurandhar.,Unknown,,,https://image.tmdb.org/t/p/w500/vDAzq7SJtVlTIj10Oa55BV3Qszm.jpg,,,,,,,,,,,1.69
1582770,Dhurandhar: The Revenge,Arshad Pappu,12,1137399,Ashwin Dhar,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/xuQSif47bN6GwSfSuRG7QMkOpab.jpg,,,,,,,,,nm2575089,,1.02
1582770,Dhurandhar: The Revenge,Rizwan Shah,13,5249832,Mustafa Ahmed,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/ZkfJjk9WADwQHmAm7i96l7TgW2.jpg,,,,,,,,,,,0.17
1582770,Dhurandhar: The Revenge,Pinda,14,4473861,Udaybir Sandhu,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/mDZd85MYFzo15tvYSpk6mQPSB5M.jpg,,,,,,,,,,,0.41
1403735,Laila,Sonu Model / Laila,0,1893251,Vishwak Sen,Vishwaksen Naidu | Dinesh Naidu | Dinnesh Naidu | VishwakSen,Male,1995-03-29,,31,"Dilsukhnagar, Hyderabad",Hyderabad,Acting,"Vishwaksen Naidu is an Indian film actor and director who primarily works in Telugu cinema. His real name is Dinesh Naidu but later changed his name to Vishwaksen Naidu. Vishwak made his debut through Vellipomakey. He was born and brought up in Hyderabad and made his schooling at Mother Theresa School. Vishwak studied Journalism Degree followed by Theater Arts in Mumbai.

Vishwak then appeared in Tharun Bhaskar Daashyam's Ee Nagaraniki Emayyind. Later on Vishwak made his directional debut through Malayalam superhit movie Angamaly Diaries remake in Telugu as Falaknuma Das.",Unknown,,,https://image.tmdb.org/t/p/w500/ffWsFHwde7M3W2IiIfn01htpALX.jpg,vishwaksens,https://www.instagram.com/vishwaksens/,VishwakSenActor,https://twitter.com/VishwakSenActor,vishwaksens,https://www.facebook.com/vishwaksens,,,nm9876442,Q91769469,1.04
1403735,Laila,Jenny,1,3154351,Akanksha Sharma,Akansha Sharma,Female,1997-04-14,,28,,,Acting,Akanksha Sharma is an Indian actor and model known for her work predominantly in the Kannada film industry. She started her career as a model before venturing into films.,Unknown,,,https://image.tmdb.org/t/p/w500/aqPeJiZLSTDQnNmQPvchS1FlBVA.jpg,,,,,,,,,nm10848296,Q125546049,0.45
1403735,Laila,"Shankar ""Shanku""",2,584878,Babloo Prithiveeraj,Bablu Prithiveeraj | Prithiveeraj | Bablu Prithiviraj | Babloo Pruthiviraj | Babloo Prithiveeraj,Male,1966-07-18,,59,"Bangalore, Karnataka, India",India,Acting,"Babloo Prithiveeraj is an Indian film actor, who has appeared in Tamil, Telugu and Kannada language films. He has also featured extensively on Tamil television serials throughout the 1990s and 2000s.",Unknown,,,https://image.tmdb.org/t/p/w500/lnRXcRebSmfJaSaRqTt91o1vkhE.jpg,,,,,actorPrithiveeraj,https://www.facebook.com/actorPrithiveeraj,,,nm5255039,Q38846799,0.95
1403735,Laila,Rusthom,3,109743,Abhimanyu Singh,Abimanyu Singh,Male,1975-09-20,,50,"Sonpur, Bihar, India",India,Acting,"Abhimanyu Singh is an Indian film actor who works mainly in Bollywood, Tollywood, Kollywood and Bhojpuri cinema.",Unknown,,,https://image.tmdb.org/t/p/w500/ucGZIeHvG9SsW9B94InteMyOlpD.jpg,,,,,,,,,nm0008713,Q4667424,0.55
1403735,Laila,Khaidi,4,312870,Vineet Kumar,Vineeth Kumar,Male,1957-02-22,,69,"Patna, Bihar, India",India,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/qAOIqG6kjysnSDlhkueQ7XaLc7t.jpg,,,,,,,,,nm0474911,Q7932403,0.41
1403735,Laila,Sundari,5,3237637,Kamakshi Bhaskarla,Dr.Sai Kamakshi Bhaskarla | Dr. Sai Kamakshi Bhaskarla | Sai Kamakshi Bhaskarala | Dr. Sai Kamakshi Bhaskarala | Kamakshi Bhaskarla,Female,1995-06-18,,30,"Eluru, Andhra Pradesh, India",India,Acting,Sai Kamakshi Bhaskarla is an Indian actress and model who works in Telugu films. She won the title of Femina Miss India Telangana 2018. Kamakshi made her film debut in 2021 with Priyuraalu and got recognition through Maa Oori Polimera.,Unknown,,,https://image.tmdb.org/t/p/w500/rS6eRKX0ZldriYdZjx6zf8faoHH.jpg,saikamakshibhaskarla,https://www.instagram.com/saikamakshibhaskarla/,,,SaiKamakshiBhaskarla,https://www.facebook.com/SaiKamakshiBhaskarla,,,nm12946977,,0.49
1403735,Laila,Subhaleka,6,3747367,Surabhi Prabhavathi,Surabi Prabhavathi | Surabhi Prabhavati | Surabi Prabhavati | Surabhi Prabavathi | Surabi Prabavathi,Female,,,,,,Acting,"Surabhi Prabhavathi is an Indian actress working primarily in Telugu cinema, known for her grounded performances in films. She comes from the renowned Surabhi theatre tradition, a multi-generational Telugu folk-theatre lineage, which shaped her early training in performance and storytelling. Her work is often noted for emotional authenticity, especially in strong supporting and maternal roles.",Unknown,,,https://image.tmdb.org/t/p/w500/lEpxXvSXJEmM0qssUoTWv2Fsi9y.jpg,vanarasaprabhavathi,https://www.instagram.com/vanarasaprabhavathi/,,,,,,,nm12052172,,0.6
1403735,Laila,Waseem,7,223146,Ravi Mariya,Ravimariya | ரவி மரியா | Ravi Maria | RaviMaria,Male,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/2OKPiv0HobYPSrFMM6LZPxuLMgc.jpg,,,,,,,,,,,0.43
1403735,Laila,,8,1429160,Prudhviraj,Prudhvi | Prudhvi Raj | Pridhvi | Prithvi Raj | Ballireddy Prudhviraj,Male,1964-08-06,,61,"Andhra Pradesh, India",India,Acting,"Ballireddy Prudhviraj is a comedian in Telugu. He was introduced by Prabhakar Reddy. in Intinta Deepavali in 1990. Later he acted in Aa Okkati Adakku. During this movie Prudhviraj spent 40 days with Rao Gopala Rao where he learned about the industry. He acted in more than 100 movies. He got his popular name, 30 Years Industry, in Krishna Vamshi's movie, Khadgam.",Unknown,,,https://image.tmdb.org/t/p/w500/fF5zEdi65qeyClLhjIuCmT5LdFb.jpg,,,,,,,,,nm3760044,Q7245969,0.62
1403735,Laila,Sunisith,9,4477653,Sunisith,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/3fdfMFnJNJPQ6jyhLLUNpCiwZhg.jpg,,,,,,,,,,,0.19
1403735,Laila,Judge Madhumita,10,3450962,Sunaina Badam,Sunaina Badham | Sunaina Badaam | Sunaina Badhaam | Baby Sunaina | Baby Sunayana,Female,1986-05-31,,39,"Hyderabad, Andhra Pradesh, India",India,Acting,"Sunaina Badam is also known as Frustrated Sunaina is an Actress, Radio Jockey, and TV Host from India,  who has worked predominantly in Telugu movie industry.",Unknown,,,https://image.tmdb.org/t/p/w500/mXYC9Aue1uE09Wgs9AWxGq7aHvj.jpg,meesunaina,https://www.instagram.com/meesunaina/,,,MeeSunainaOfficial,https://www.facebook.com/MeeSunainaOfficial,,,nm1032957,,0.47
1634301,Vanaveera,,0,1712424,Chammak Chandra,,Male,,,,,,Acting,"Chammak Chandra is an Indian Telugu comedian and actor, known for the Jabardast comedy show.",Unknown,,,https://image.tmdb.org/t/p/w500/xEtdW0GJozV3rIi2ZLJo4na7piE.jpg,,,,,,,,,,,0.39
1634301,Vanaveera,,1,2876455,Simran Choudhary,Simran Choudhary | Simran Chowdhary | Simran Chaudhary | Simran Chaudary | Simran Choudary,Female,,,,,,Acting,"Simran Choudhary is an Indian film Actress, who has worked predominantly in Telugu movie industry.",Unknown,,,https://image.tmdb.org/t/p/w500/2vcxLbeEDTwldxDlAbOrzZQkpJl.jpg,simranchoudhary,https://www.instagram.com/simranchoudhary/,SimranCOfficial,https://twitter.com/SimranCOfficial,,,,,nm9876444,Q110520112,0.43
1634301,Vanaveera,,2,1071558,Nandu Vijay Krishna,Nandoo | Nandhu Vijay Krishna,Male,1988-09-03,,37,,,Acting,Nandu Vijay Krishna an Indian actor and host who primarily works in Telugu films. He made his debut in the 2006 thriller Photo under the name Anand. Nandu is known for his roles in 100% Love and Sawaari. He played a negative role in 100% Love and took on lead roles in 365 Days (2015) and Best Actors the same year.,Unknown,,,https://image.tmdb.org/t/p/w500/z4ntPEduBCkqmci7RgrZ8xiNQ8a.jpg,that_actor_nandu,https://www.instagram.com/that_actor_nandu/,,,,,,,nm4450046,Q97174866,0.33
848116,Rocky Aur Rani Kii Prem Kahaani,Rani Chatterji,0,1108120,Alia Bhatt,阿莉雅·布哈特 | عالیا بات | عالیا بهات,Female,1993-03-15,,33,"Mumbai, Maharashtra, India",India,Acting,"Alia Bhatt (born March 15, 1993) is a British and Indian actress and entrepreneur working mostly in Bollywood films.​ The daughter of filmmaker Mahesh Bhatt and actress Soni Razdan, she debuted as a child actor and slowly became one of India's highest-paid actresses. Her accolades include a National Film Award and six Filmfare Awards.",Unknown,,,https://image.tmdb.org/t/p/w500/RBnTJPegPFLBS4VPsNLbf6iAoD.jpg,aliaabhatt,https://www.instagram.com/aliaabhatt/,Aliaa08,https://twitter.com/Aliaa08,aliabhatt,https://www.facebook.com/aliabhatt,,,nm1017633,Q4725343,1.88
848116,Rocky Aur Rani Kii Prem Kahaani,Rocky Randhawa,1,224223,Ranveer Singh, 	Ranveer Singh Bhavnani | Ранвир Сингх | رانویر سینگ,Male,1985-07-06,,40,"Mumbai, Maharashtra, India",India,Acting,"Ranveer Singh Bhavnani (born 6 July 1985) is an Indian film actor who appears in Hindi films. After completing a bachelor's degree from Indiana University, Bloomington, Singh returned to India to pursue a career in film. He made his acting debut in 2010 with a leading role in Yash Raj Films' romantic comedy Band Baaja Baaraat. The film emerged as a critical and commercial success, earning Singh a Filmfare Award in the Best Male Debut category.

Singh went on to star in the romantic drama Lootera (2013), Sanjay Leela Bhansali's tragic romance Goliyon Ki Raasleela Ram-Leela (2013), his biggest commercial successes to that point, and in the action-drama Gunday (2014). In 2015, he starred in the ensemble comedy-drama Dil Dhadakne Do (2015), and portrayed Bajirao in the historical romance Bajir",Married,Deepika Padukone,,https://image.tmdb.org/t/p/w500/sRiwLmhduFghJo8U2coUafnDD4C.jpg,ranveersingh,https://www.instagram.com/ranveersingh/,ranveerofficial,https://twitter.com/ranveerofficial,RanveerSinghOfficial,https://www.facebook.com/RanveerSinghOfficial,,,nm3828984,Q902879,5.93
848116,Rocky Aur Rani Kii Prem Kahaani,Dhanlakshmi Randhawa,2,35743,Jaya Bachchan,Jaya Bhaduri | Jaya Bhaduri Bachchan | जाया भादुरी | जया बच्चन | Джая Бхадури,Female,1948-04-09,,77,"Jabalpur, India",India,Acting,"Jaya Bachchan (née Bhaduri; born April 9, 1948) is an Indian actress and politician. Celebrated for her work in Hindi and Bengali films since  her teenage debut in 1963, she has won eight Filmfare Awards and the Padma Shri, the fourth-highest civilian honour awarded by the Government of India. Regarded as one of the most celebrated actresses of Indian cinema, she was one of the highest paid actresses of the 1970s. She also serves as member of the parliament in the Rajya Sabha from the Samajwadi Party since 2004.",Married,Amitabh Bachchan,,https://image.tmdb.org/t/p/w500/gXmIdkOhJN7pa8XDR7KQJXgtXni.jpg,,,,,,,,,nm0080149,Q464932,1.03
848116,Rocky Aur Rani Kii Prem Kahaani,Jamini Chatterji,3,85672,Shabana Azmi,शबाना आज़मी | Shabana Asmi | 샤바나 아즈미 | Шабана Азми |  莎巴娜·阿兹米,Female,1950-09-18,,75,"New Delhi, India",India,Acting,"Shabana Azmi (born September 18, 1950) is an Indian actress of film, television, and theatre, as well as a women's rights activist and parliamentarian. An alumna of the Film and Television Institute of India of Pune, she debuted in Ankur (1974) and quickly became one of the leading actresses of parallel cinema, an Indian New Wave movement known for its serious content and neo-realism. Recognized as being among the most acclaimed actresses of her country, she has received a record of five National Film Awards for Best Actress, six Filmfare Awards, several international accolades, and the Padma Shri, the fourth highest civilian honour awarded by the Government of India, and the Padma Bhushan, the third highest civilian honour awarded by the Government of India. She is best known for her port",Married,Javed Akhtar,,https://image.tmdb.org/t/p/w500/gy7DpFaZnpU4XOwBc8jhhE8rYYj.jpg,azmishabana18,https://www.instagram.com/azmishabana18/,AzmiShabana,https://twitter.com/AzmiShabana,,,,,nm0000818,Q465863,2.52
848116,Rocky Aur Rani Kii Prem Kahaani,Kanwal Lund,4,85655,Dharmendra,धर्मेन्द्र | Dharam Singh Deol,Male,1935-12-08,2025-11-24,,"Ludhiana, Punjab, India",India,Acting,"Dharmendra Singh Deol known as Dharmendra, is an award-winning Legendary Hindi film star who has appeared in more than 200 Hindi-language films. In 1997 he received the Filmfare Lifetime Achievement Award for his contribution to Hindi cinema. He is regarded as the Undisputed ""Action King"" of Hindi cinema having starred in numerous action blockbusters and is greatly considered a Living legend. He is father of notable actors Sunny Deol, Bobby Deol and Esha Deol. He was the Main lead of the all-time Blockbuster film, Sholay and also went on to star in numerous successful Bollywood films cutting across four remarkable decades. Dharmendra has thus established himself as one of the most prominent figures of the Hindi film industry",Divorced,Hema Malini,,https://image.tmdb.org/t/p/w500/aagrv7LIDWq0GxZelUPqubCg7sH.jpg,,,,,,,,,nm0004429,Q379157,1.41
848116,Rocky Aur Rani Kii Prem Kahaani,Tijori Randhawa,5,123228,Aamir Bashir,,Male,,,,"Kashmir, India",India,Acting,"Aamir Bashir  is an Indian actor and director.His acting career began with a very small role on television, Bhanwar TV series, and acted in several TV advertisements, this led to film debut, Split Wide Open (1999) and the telefilm, Doordarshan Srinagar. He made his film debut in the 2003 film Armaan. Acclaim came his way in 2008, with thriller, A Wednesday, where he essayed the role of a police inspector; the film also won him a Screen Awards nomination for Best Actor in a Supporting Role.

In 2010 Bashir's directorial debut Harud premiered at the Toronto International Film Festival. The film stars Reza Naji and Shahnawaz Bhat and takes place in Kashmir.

Description above from the Wikipedia article Aamir Bashir,  licensed under CC-BY-SA, full list of contributors on Wikipedia.",Unknown,,,https://image.tmdb.org/t/p/w500/jWvHNzlDwbTyJaShBeXfIKl2QHU.jpg,,,,,,,,,nm2085856,Q4661497,0.49
848116,Rocky Aur Rani Kii Prem Kahaani,Chandon Chatterji,6,1280400,Tota Roy Chowdhury,Tota Roy Choudhury,Male,1976-07-09,,49,"Kolkata, West Bengal, India",India,Acting,"Tota Roy Chowdhury was born on July 9, 1976 in Calcutta, West Bengal, India as Pushparag Roy Choudhury. He is an actor and director, known for Kaththi (2014), Kahaani 2 (2016) and Choker Bali: A Passion Play (2003).",Unknown,,,https://image.tmdb.org/t/p/w500/bwLeiID8R8awnedpDUUSj8DWq9Y.jpg,,,,,,,,,nm1421628,Q7827930,0.48
848116,Rocky Aur Rani Kii Prem Kahaani,Anjali Chatterji,7,1588795,Churni Ganguly,,Female,,,,,,Directing,"Churni Ganguly is an Indian TV and film actress who mainly works in Bengali cinema and TV series. The actress who spent most of her childhood in Kolkata started acting while she was studying at the Jadavpur University; she joined a local theater group and after gaining experience in acting, she later moved to Mumbai to pursue a full-time career in acting. She started her journey with her roles in TV serials like Debi, a Bengali series, Chhoti Si Asha and Umeed, Hindi series, which was aired on Zee TV. She got her first break on the silver screen in 2004 as she was roped in by spouse and director Kaushik Ganguly to play one of the lead roles in Waarish. After her debut, she eventually starred in films like Shunyo E Buke (2005), Sakaler Rang (2009), Laptop (2012), Shabdo (2013), Chaya O Chob",Unknown,,,https://image.tmdb.org/t/p/w500/u7LVmZQEZ28zNqgJdzxh99fzpWq.jpg,,,,,,,,,,,0.29
848116,Rocky Aur Rani Kii Prem Kahaani,Punam Randhawa,8,1247026,Kshitee Jog,Kshiti Jog,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/iUnbW9eujjZXmn9Rd68lylIwjJl.jpg,,,,,,,,,nm3496186,Q6440794,0.41
848116,Rocky Aur Rani Kii Prem Kahaani,Gayatri 'Golu' Randhawa,9,1835261,Anjali Anand,,Female,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/x35BaUKgC5kHYQtMxazfL07gGoO.jpg,anjalidineshanand,https://www.instagram.com/anjalidineshanand/,,,anjalidineshanandOfficial,https://www.facebook.com/anjalidineshanandOfficial,,,nm9233478,Q84699008,0.33
848116,Rocky Aur Rani Kii Prem Kahaani,Somen Mitra,10,86883,Namit Das,,Male,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/8Wm6DHg6OapLLTQA7I2b8nLksr7.jpg,,,,,,,,,nm2981021,Q16206036,0.43
848116,Rocky Aur Rani Kii Prem Kahaani,Vicky,11,2350856,Abhinav Sharma,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/PIOZXdgfM0bz7f6Ns5HW1HtLxq.jpg,,,,,,,,,,,0.34
848116,Rocky Aur Rani Kii Prem Kahaani,Minty,12,4186182,Benazir Shaikh,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.08
848116,Rocky Aur Rani Kii Prem Kahaani,Minister Alok Pradhan,13,3437107,Akashdeep Sabir,,Male,,,,,,Acting,,Unknown,,,,,,,,,,,,nm1002422,Q117844883,0.31
848116,Rocky Aur Rani Kii Prem Kahaani,Young Kanwal,14,2023047,Harman Singha,Harmanjeet Singh Singha,Unknown,,,,,,Creator,,Unknown,,,,,,,,,,,,,,0.09
1511417,Bāhubali: The Epic,Mahendra Bahubali / Amarendra Bahubali / Maharaja Veerendra Vikramadeva,0,237045,Prabhas, 	Venkata Satyanarayana Prabhas Raju Uppalapati,Male,1979-10-23,,46,"Chennai, Tamil Nadu, India",India,Acting,"Uppalapati Venkata Satyanarayana Prabhas Raju known mononymously as Prabhas, is an Indian actor who works predominantly in Telugu films. Prabhas made his screen debut with the 2002 Telugu action drama film Eeswar. He has garnered the state Nandi Award for Best Actor, for his role in Mirchi. Prabhas is the first south Indian actor to have his wax sculpture at Madame Tussaud's wax museum.",Unknown,,,https://image.tmdb.org/t/p/w500/u6RVP8ukgLaymeoi5VmX0JRAcCn.jpg,actorprabhas,https://www.instagram.com/actorprabhas/,,,ActorPrabhas,https://www.facebook.com/ActorPrabhas,,,nm1659141,Q3136554,3.47
1511417,Bāhubali: The Epic,Bhallaladeva,1,215910,Rana Daggubati,Rana,Male,1984-12-14,,41,"Chennai, Tamil Nadu, India",India,Acting,"Rana Daggubati is an Indian film actor, producer, Visual Effects co-ordinator,and photographer known for his works in Telugu cinema, Tamil cinema and Bollywood.

As a Visual Effects producer, Rana won the State Nandi Award for Best Special Effects in 2006 for the Telugu film Sainikudu starring Mahesh Babu. In 2006, he received the National Film Award for co-producing Bommalata – A Bellyful of Dreams. In 2010, he made his acting debut with the Telugu blockbuster Leader, for which he won the Filmfare Award for Best Male Debut – South. He received critical acclaim for his performance in the 2012 crime thriller film Krishnam Vande Jagadgurum. In 2015, he starred as the main antagonist in Baahubali: The Beginning, which recorded the highest gross opening for an Indian film.",Unknown,,,https://image.tmdb.org/t/p/w500/dCQE1CoWWc6RoXUTxOKjAXO8KDr.jpg,,,RanaDaggubati,https://twitter.com/RanaDaggubati,RanaDaggubati,https://www.facebook.com/RanaDaggubati,,,nm2281292,Q3418709,2.6
1511417,Bāhubali: The Epic,Devasena,2,88167,Anushka Shetty,انوشکا شتی,Female,1981-11-07,,44,"Mangalore, Karnataka, India",India,Acting,"Anushka Shetty is an Indian film actress who works mainly in the Telugu and Tamil film industries. She debuted in the 2005 Telugu film Super and rose to fame following her performance in Vikramarkudu (2006). After starring in a series of high-budget productions alongside leading Telugu actors, she went on to became one of Telugu cinema's leading actresses in the successive years, while receiving high critical acclaim for her portrayal of the titular character in Arundhati, and as Saroja in Vedam, which fetched her two Filmfare, one Nandi and two CineMAA Awards.",Unknown,,,https://image.tmdb.org/t/p/w500/zpe6Es8kdNOXuPdXiJvqxzsmN6z.jpg,,,,,AnushkaShetty,https://www.facebook.com/AnushkaShetty,,,nm2011932,Q330970,2.46
